Longitude,Latitude
-122.4022,47.6761
-122.4022,47.5581
-122.4262,47.6571
-122.3362,47.5871
-122.3782,47.5291
-122.3122,47.5981
-122.3262,47.6891
-122.2992,47.6041
-122.3192,47.5971
-122.2992,47.5731
-122.3272,47.6521
-122.3512,47.5571
-122.4162,47.6601
-122.3522,47.5541
-122.3092,47.6771
-122.3912,47.5221
-122.3532,47.5781
-122.3522,47.5331
-122.3972,47.6581
-122.2672,47.5561
-122.3242,47.5841
-122.2892,47.5741
-122.2952,47.7011
-122.2642,47.6721
-122.3582,47.5601
-122.3332,47.5401
-122.3942,47.5561
-122.2742,47.6891
-122.3982,47.6361
-122.3862,47.5341
-122.3702,47.7171
-122.3722,47.5531
-122.3562,47.7091
-122.2882,47.6921
-122.3742,47.5691
-122.3762,47.6891
-122.2802,47.6291
-122.3482,47.5761
-122.3832,47.5811
-122.3432,47.6141
-122.3352,47.6501
-122.3302,47.6811
-122.2992,47.7331
-122.2742,47.6881
-122.3822,47.6401
-122.3012,47.6901
-122.3442,47.6991
-122.3902,47.5441
-122.2712,47.6731
-122.3172,47.5891
-122.2982,47.7121
-122.2782,47.5371
-122.3662,47.5441
-122.3802,47.6371
-122.3502,47.6551
-122.3142,47.5901
-122.3222,47.7121
-122.2812,47.5131
-122.3972,47.6791
-122.3782,47.5831
-122.2702,47.6611
-122.2952,47.5881
-122.3492,47.5541
-122.3112,47.7131
-122.2892,47.6591
-122.3672,47.5821
-122.3812,47.5001
-122.3822,47.7001
-122.4232,47.6571
-122.3452,47.5771
-122.3872,47.6871
-122.3742,47.7041
-122.3372,47.6141
-122.2692,47.6871
-122.3472,47.5181
-122.3182,47.5911
-122.3652,47.6341
-122.3942,47.5231
-122.3932,47.6911
-122.3262,47.6091
-122.3892,47.6581
-122.3282,47.7311
-122.3362,47.5281
-122.3632,47.5591
-122.3572,47.5691
-122.3322,47.6891
-122.3172,47.6181
-122.3662,47.7111
-122.4002,47.6551
-122.3992,47.6471
-122.3562,47.6281
-122.3312,47.6051
-122.2932,47.7171
-122.3382,47.5771
-122.3292,47.6401
-122.3922,47.5771
-122.3712,47.5241
-122.3142,47.5361
-122.3872,47.5131
-122.3522,47.6931
-122.3692,47.5261
-122.3752,47.5711
-122.2902,47.6761
-122.3052,47.5821
-122.3932,47.6971
-122.2912,47.5261
-122.3422,47.5621
-122.3362,47.5921
-122.2962,47.7201
-122.3252,47.7181
-122.3362,47.5971
-122.2832,47.5511
-122.3202,47.7111
-122.3872,47.5181
-122.3462,47.6931
-122.3592,47.5661
-122.3012,47.6821
-122.2902,47.6151
-122.3202,47.5951
-122.3212,47.6911
-122.2712,47.6591
-122.3112,47.5471
-122.3122,47.6981
-122.3492,47.6611
-122.2692,47.5381
-122.2592,47.5061
-122.3122,47.6211
-122.3562,47.6511
-122.3122,47.5711
-122.2482,47.5581
-122.3472,47.6621
-122.4122,47.5781
-122.3172,47.6241
-122.3322,47.6861
-122.3032,47.6821
-122.3672,47.5531
-122.2972,47.5741
-122.3312,47.6401
-122.3842,47.6621
-122.2972,47.5281
-122.2772,47.7061
-122.3382,47.5531
-122.3762,47.5001
-122.2572,47.5101
-122.3332,47.6151
-122.3272,47.6261
-122.3302,47.6261
-122.3122,47.6711
-122.3492,47.5201
-122.3292,47.6831
-122.3632,47.5301
-122.3782,47.6871
-122.3362,47.6671
-122.3352,47.6121
-122.3772,47.5371
-122.3782,47.5041
-122.3782,47.5381
-122.2782,47.6551
-122.3002,47.5791
-122.3462,47.7251
-122.3552,47.5231
-122.3372,47.6351
-122.3692,47.6881
-122.3722,47.5791
-122.3852,47.6621
-122.2922,47.6171
-122.3592,47.7231
-122.2692,47.5211
-122.3252,47.5351
-122.2662,47.5051
-122.3552,47.5841
-122.3062,47.6971
-122.3372,47.6001
-122.3442,47.5441
-122.2972,47.5701
-122.3352,47.5711
-122.3982,47.5641
-122.2702,47.6871
-122.2912,47.7101
-122.4062,47.6501
-122.3832,47.6421
-122.3392,47.6991
-122.3352,47.5431
-122.3252,47.6831
-122.4152,47.6441
-122.3012,47.6051
-122.3292,47.6291
-122.2862,47.6291
-122.3962,47.5421
-122.3472,47.6111
-122.3042,47.7251
-122.3762,47.5611
-122.2792,47.6661
-122.3742,47.6481
-122.3032,47.5511
-122.3412,47.7151
-122.3272,47.7091
-122.3762,47.6351
-122.3062,47.6541
-122.3722,47.6821
-122.3992,47.6961
-122.3682,47.5201
-122.3242,47.6651
-122.2982,47.6031
-122.2942,47.6741
-122.4042,47.5721
-122.3142,47.5351
-122.3402,47.6771
-122.3802,47.5581
-122.2772,47.6921
-122.3762,47.6491
-122.3242,47.6181
-122.3282,47.7011
-122.3922,47.5141
-122.2842,47.5791
-122.3712,47.6431
-122.2882,47.6931
-122.2912,47.6321
-122.2942,47.6021
-122.3052,47.5861
-122.3282,47.6821
-122.3652,47.5811
-122.2892,47.6361
-122.2632,47.4991
-122.3082,47.5891
-122.3332,47.5751
-122.3562,47.6471
-122.3482,47.7001
-122.3132,47.5761
-122.2712,47.6741
-122.3512,47.6821
-122.3882,47.7021
-122.2632,47.5451
-122.3642,47.6971
-122.3592,47.6371
-122.2822,47.6821
-122.2622,47.5291
-122.3142,47.6031
-122.3842,47.6771
-122.3112,47.7001
-122.4082,47.6691
-122.4022,47.6341
-122.3452,47.7011
-122.3102,47.6891
-122.3412,47.5681
-122.2972,47.6091
-122.2932,47.6131
-122.2872,47.7271
-122.3662,47.5461
-122.4062,47.6461
-122.3712,47.5831
-122.3012,47.5771
-122.3842,47.6671
-122.4012,47.6341
-122.2752,47.5641
-122.3822,47.5771
-122.2842,47.6301
-122.3302,47.6551
-122.2812,47.5531
-122.2812,47.5271
-122.2852,47.5281
-122.3762,47.5571
-122.3252,47.6471
-122.3842,47.6381
-122.3112,47.5651
-122.3082,47.5681
-122.3522,47.7271
-122.3732,47.6471
-122.3022,47.5561
-122.3432,47.6691
-122.3902,47.5281
-122.3242,47.6551
-122.3882,47.5231
-122.3952,47.5581
-122.3102,47.6361
-122.3412,47.7161
-122.3142,47.7101
-122.3002,47.6611
-122.3452,47.6581
-122.2862,47.5381
-122.3472,47.6121
-122.4082,47.5651
-122.2782,47.6871
-122.3842,47.5601
-122.3142,47.6741
-122.3212,47.6011
-122.3192,47.5741
-122.3942,47.5221
-122.3282,47.5221
-122.3372,47.5481
-122.3312,47.5971
-122.2732,47.6641
-122.2932,47.6971
-122.2952,47.6881
-122.3382,47.7071
-122.2962,47.7331
-122.3672,47.7231
-122.3222,47.5381
-122.3352,47.5991
-122.3232,47.5281
-122.3412,47.5651
-122.3292,47.6871
-122.2922,47.6371
-122.2792,47.7041
-122.3662,47.6861
-122.3382,47.6291
-122.2992,47.6141
-122.3572,47.7261
-122.3332,47.5941
-122.3502,47.7201
-122.3182,47.5401
-122.3872,47.6391
-122.2912,47.6081
-122.3112,47.6241
-122.3322,47.5701
-122.3082,47.7221
-122.3292,47.6001
-122.3872,47.6641
-122.2612,47.5261
-122.3502,47.5561
-122.2962,47.5391
-122.3582,47.5471
-122.2702,47.5231
-122.3612,47.5591
-122.3232,47.5821
-122.3532,47.6871
-122.2812,47.6721
-122.2942,47.6561
-122.2582,47.5081
-122.2992,47.6431
-122.3012,47.5541
-122.2962,47.5381
-122.2852,47.5631
-122.3142,47.7221
-122.3152,47.5821
-122.2792,47.5371
-122.3692,47.6281
-122.2662,47.5001
-122.3232,47.5611
-122.3952,47.5561
-122.3392,47.7151
-122.4132,47.5771
-122.3462,47.5751
-122.3582,47.5571
-122.3522,47.6261
-122.2992,47.5481
-122.3882,47.5841
-122.2932,47.6551
-122.3292,47.6961
-122.3722,47.6611
-122.2792,47.6891
-122.2802,47.6991
-122.3222,47.7001
-122.2732,47.5481
-122.3892,47.5131
-122.2632,47.6851
-122.3492,47.6901
-122.3772,47.6361
-122.2842,47.7101
-122.3762,47.5221
-122.3142,47.5931
-122.3292,47.7141
-122.3332,47.5221
-122.3582,47.5511
-122.2902,47.7151
-122.2842,47.6921
-122.3902,47.5581
-122.3382,47.6461
-122.3902,47.6581
-122.2662,47.5351
-122.3312,47.5531
-122.3352,47.7241
-122.4232,47.6621
-122.3632,47.5531
-122.3842,47.6481
-122.2632,47.5221
-122.3482,47.7291
-122.2762,47.6541
-122.2722,47.6701
-122.3012,47.6031
-122.3142,47.5951
-122.3852,47.6501
-122.3642,47.6301
-122.2772,47.6401
-122.3002,47.7091
-122.2962,47.6031
-122.3512,47.6281
-122.3232,47.5881
-122.2422,47.5011
-122.3032,47.5681
-122.3682,47.5601
-122.3282,47.5791
-122.2862,47.6421
-122.3422,47.6471
-122.3422,47.6581
-122.2642,47.5541
-122.3592,47.6931
-122.3232,47.6881
-122.3112,47.5921
-122.2662,47.5331
-122.3812,47.6721
-122.3612,47.5681
-122.3752,47.6331
-122.3242,47.6961
-122.4012,47.5691
-122.3572,47.7101
-122.3122,47.6031
-122.3552,47.6801
-122.3082,47.6861
-122.2692,47.6911
-122.3412,47.5611
-122.3172,47.5331
-122.3362,47.5221
-122.3342,47.6521
-122.3982,47.6691
-122.2892,47.6071
-122.2802,47.5121
-122.2962,47.6831
-122.3382,47.5291
-122.3342,47.6111
-122.3672,47.5811
-122.3562,47.6411
-122.2782,47.7101
-122.3352,47.5441
-122.3962,47.6471
-122.3102,47.5421
-122.2752,47.6551
-122.4052,47.6391
-122.2972,47.5971
-122.3722,47.6911
-122.3462,47.7151
-122.3602,47.5611
-122.3762,47.7171
-122.3282,47.6521
-122.3682,47.6871
-122.3832,47.5691
-122.3612,47.5341
-122.2982,47.6861
-122.3152,47.6221
-122.3112,47.6571
-122.2932,47.5881
-122.3482,47.6961
-122.3662,47.5731
-122.3402,47.6941
-122.3662,47.7061
-122.3222,47.6331
-122.3952,47.5881
-122.3722,47.5261
-122.3982,47.5741
-122.3882,47.6981
-122.3492,47.5631
-122.2832,47.6351
-122.3892,47.5491
-122.2762,47.5301
-122.3402,47.5191
-122.3232,47.6261
-122.3722,47.6771
-122.3312,47.7121
-122.3472,47.6961
-122.2612,47.5121
-122.3642,47.5241
-122.3022,47.6221
-122.2652,47.6761
-122.3532,47.7061
-122.3692,47.5301
-122.3832,47.5921
-122.3292,47.5521
-122.3672,47.7301
-122.3442,47.6631
-122.2642,47.5251
-122.2832,47.6981
-122.3582,47.6721
-122.2962,47.6381
-122.3682,47.5571
-122.2702,47.6591
-122.3042,47.5481
-122.3642,47.5431
-122.2712,47.5431
-122.3482,47.6291
-122.2912,47.6111
-122.4042,47.6361
-122.2982,47.6691
-122.3762,47.6361
-122.2902,47.6241
-122.2722,47.5651
-122.2782,47.6501
-122.2912,47.6601
-122.3412,47.6221
-122.3362,47.5251
-122.3222,47.6911
-122.3742,47.6921
-122.3442,47.6121
-122.3452,47.7131
-122.3162,47.6391
-122.3052,47.6731
-122.3922,47.5621
-122.2822,47.6321
-122.3912,47.5241
-122.3852,47.6641
-122.3472,47.7211
-122.3512,47.6141
-122.3132,47.6641
-122.2832,47.6371
-122.3542,47.6991
-122.2952,47.6921
-122.2852,47.7201
-122.3762,47.6641
-122.4162,47.6621
-122.3292,47.6541
-122.3752,47.5201
-122.3172,47.5361
-122.3032,47.6031
-122.3312,47.5881
-122.2702,47.5451
-122.3022,47.6391
-122.3572,47.5451
-122.3282,47.6011
-122.3192,47.6281
-122.2852,47.6001
-122.2942,47.7261
-122.3782,47.6991
-122.3102,47.7141
-122.2752,47.6861
-122.3042,47.5911
-122.3052,47.7091
-122.3522,47.6511
-122.3562,47.6251
-122.4132,47.6481
-122.3082,47.6791
-122.3912,47.5871
-122.3422,47.5701
-122.2662,47.5401
-122.2702,47.6751
-122.3202,47.6811
-122.4182,47.6621
-122.3782,47.6731
-122.3362,47.6031
-122.2582,47.5031
-122.3762,47.6541
-122.2762,47.5431
-122.3372,47.6601
-122.3752,47.5111
-122.3082,47.6091
-122.3152,47.6191
-122.3082,47.5911
-122.3252,47.7221
-122.2982,47.7301
-122.2852,47.7261
-122.3762,47.5671
-122.3002,47.6111
-122.4002,47.5841
-122.3612,47.5821
-122.3392,47.6861
-122.3402,47.5861
-122.2962,47.5701
-122.3552,47.6991
-122.3382,47.6301
-122.3822,47.7041
-122.3982,47.6971
-122.3232,47.6381
-122.3182,47.6351
-122.3042,47.5571
-122.3382,47.6021
-122.3842,47.6461
-122.3072,47.6971
-122.3362,47.6211
-122.3392,47.6881
-122.3362,47.7131
-122.3022,47.7011
-122.3412,47.5801
-122.2892,47.6161
-122.2972,47.6181
-122.3072,47.5771
-122.4142,47.6591
-122.3802,47.5651
-122.2892,47.5241
-122.3772,47.5601
-122.2922,47.6971
-122.2922,47.6791
-122.3032,47.6441
-122.3232,47.5801
-122.2982,47.7261
-122.3382,47.6391
-122.4162,47.6651
-122.3082,47.7191
-122.2672,47.5221
-122.3222,47.6671
-122.2702,47.6721
-122.2832,47.5291
-122.3242,47.7211
-122.3462,47.6521
-122.3992,47.6381
-122.2942,47.7141
-122.3492,47.5721
-122.3162,47.6931
-122.3022,47.5791
-122.3582,47.5721
-122.3032,47.7221
-122.3392,47.7171
-122.2882,47.7061
-122.3112,47.6431
-122.3512,47.5631
-122.2972,47.5901
-122.2692,47.5591
-122.2892,47.5891
-122.3102,47.7311
-122.3272,47.5281
-122.2832,47.5111
-122.3022,47.6971
-122.2772,47.6561
-122.3062,47.6121
-122.3012,47.5921
-122.3452,47.5411
-122.4032,47.6781
-122.3082,47.5821
-122.2902,47.5491
-122.3572,47.5681
-122.4052,47.6931
-122.3442,47.5811
-122.3272,47.5221
-122.4092,47.6521
-122.2682,47.5321
-122.3582,47.5651
-122.3672,47.7151
-122.2972,47.5331
-122.3852,47.5751
-122.2852,47.5461
-122.2822,47.7271
-122.2872,47.6561
-122.2862,47.5161
-122.3422,47.5801
-122.3492,47.7311
-122.3532,47.6181
-122.3202,47.6971
-122.3482,47.7201
-122.3582,47.5771
-122.3672,47.7141
-122.3692,47.6741
-122.3532,47.5441
-122.3792,47.6351
-122.4092,47.6621
-122.3542,47.6731
-122.3292,47.5271
-122.3232,47.5771
-122.3132,47.5551
-122.3502,47.5881
-122.3232,47.6181
-122.2892,47.5361
-122.2822,47.6341
-122.2982,47.5401
-122.3672,47.7031
-122.3252,47.6531
-122.2882,47.5931
-122.3722,47.5801
-122.3622,47.6471
-122.3372,47.7131
-122.3232,47.5591
-122.3662,47.6271
-122.3602,47.7181
-122.2582,47.6821
-122.2922,47.6421
-122.3202,47.6501
-122.3962,47.5551
-122.2782,47.7031
-122.3682,47.6611
-122.2492,47.5521
-122.3132,47.5431
-122.2852,47.6031
-122.3072,47.6881
-122.4032,47.6691
-122.3982,47.6401
-122.3762,47.7091
-122.2852,47.5451
-122.3402,47.6271
-122.3312,47.5321
-122.2772,47.5311
-122.2992,47.5741
-122.3482,47.5381
-122.3342,47.7291
-122.3212,47.6931
-122.3932,47.6641
-122.2832,47.6381
-122.4042,47.6681
-122.3342,47.6691
-122.3142,47.6871
-122.2442,47.5111
-122.4042,47.6431
-122.2962,47.5661
-122.3502,47.6701
-122.3272,47.6621
-122.2692,47.5331
-122.3162,47.6031
-122.2902,47.5601
-122.3662,47.6531
-122.3482,47.7101
-122.3292,47.6191
-122.3482,47.5801
-122.2722,47.6801
-122.2502,47.5021
-122.2802,47.5501
-122.2932,47.5981
-122.3192,47.6541
-122.3592,47.6471
-122.3032,47.6011
-122.3402,47.6411
-122.3332,47.6481
-122.3482,47.5211
-122.3262,47.5821
-122.3432,47.6641
-122.3702,47.6421
-122.2922,47.7251
-122.4002,47.6581
-122.3942,47.6951
-122.3872,47.6741
-122.3262,47.6491
-122.2902,47.6301
-122.3742,47.5611
-122.2902,47.6731
-122.3442,47.6371
-122.3132,47.6461
-122.3262,47.6651
-122.3092,47.6961
-122.2872,47.6021
-122.2742,47.5191
-122.3532,47.6291
-122.2792,47.6771
-122.3022,47.6111
-122.2862,47.6551
-122.2402,47.5051
-122.2862,47.6631
-122.3262,47.5411
-122.3262,47.7101
-122.3452,47.5641
-122.3842,47.5381
-122.3952,47.6341
-122.3932,47.5741
-122.3522,47.5801
-122.3312,47.6971
-122.3562,47.5181
-122.3792,47.7051
-122.3182,47.5271
-122.2652,47.4981
-122.2952,47.5381
-122.3322,47.5551
-122.3162,47.6961
-122.3162,47.5341
-122.3002,47.7051
-122.3762,47.5311
-122.3492,47.6661
-122.3012,47.5991
-122.2942,47.5531
-122.3002,47.6751
-122.2912,47.6871
-122.2962,47.7281
-122.3762,47.5491
-122.4002,47.6751
-122.3882,47.6511
-122.3752,47.5031
-122.2842,47.5651
-122.2792,47.6821
-122.3532,47.7251
-122.3242,47.5801
-122.3742,47.5641
-122.3312,47.5771
-122.3292,47.6201
-122.3082,47.5751
-122.3362,47.5661
-122.3392,47.6421
-122.3022,47.5861
-122.2622,47.5481
-122.3752,47.6381
-122.2982,47.6541
-122.3802,47.6701
-122.3022,47.6531
-122.3702,47.6771
-122.3322,47.7121
-122.2502,47.5051
-122.3342,47.5521
-122.4272,47.6581
-122.3992,47.6621
-122.3542,47.5661
-122.3302,47.5341
-122.3692,47.5481
-122.3642,47.6851
-122.2822,47.5711
-122.3802,47.5401
-122.3112,47.5741
-122.3382,47.7231
-122.3142,47.5831
-122.3892,47.6601
-122.2762,47.5361
-122.4032,47.6571
-122.3512,47.7151
-122.3222,47.6611
-122.2672,47.6791
-122.3772,47.4981
-122.2532,47.5491
-122.3172,47.5481
-122.2812,47.6161
-122.2812,47.6701
-122.2582,47.6721
-122.3702,47.7231
-122.3882,47.6331
-122.2672,47.5231
-122.3492,47.5191
-122.4072,47.6391
-122.3042,47.5441
-122.2892,47.6211
-122.3722,47.7191
-122.2692,47.6851
-122.3432,47.6671
-122.3662,47.7141
-122.3862,47.5811
-122.3052,47.6541
-122.3802,47.6761
-122.3762,47.5091
-122.2992,47.6601
-122.2982,47.7071
-122.3322,47.6421
-122.3292,47.5651
-122.2772,47.6601
-122.3832,47.5531
-122.3802,47.5241
-122.3282,47.5421
-122.3952,47.5421
-122.2812,47.5641
-122.3002,47.5861
-122.3832,47.5451
-122.4002,47.5571
-122.3442,47.7201
-122.3922,47.5091
-122.2602,47.5461
-122.4012,47.5621
-122.3512,47.6631
-122.3612,47.7211
-122.3572,47.6761
-122.2992,47.5441
-122.3452,47.5231
-122.3862,47.5291
-122.3452,47.6301
-122.2562,47.5141
-122.2852,47.6251
-122.2962,47.5681
-122.2822,47.5751
-122.3972,47.5601
-122.3382,47.6431
-122.3482,47.5361
-122.2762,47.5601
-122.2642,47.5521
-122.3402,47.7271
-122.3232,47.6541
-122.3042,47.7231
-122.3302,47.7121
-122.4002,47.5731
-122.3032,47.6591
-122.3552,47.6571
-122.3722,47.6471
-122.3432,47.6281
-122.3052,47.5991
-122.3292,47.5811
-122.3812,47.6581
-122.3552,47.7321
-122.2882,47.6981
-122.3662,47.6701
-122.3672,47.6331
-122.3132,47.6991
-122.3432,47.5221
-122.3632,47.6381
-122.3542,47.5411
-122.4132,47.5751
-122.2922,47.5651
-122.2942,47.5681
-122.3392,47.6221
-122.2952,47.6121
-122.3482,47.6681
-122.3722,47.6991
-122.3802,47.7081
-122.3832,47.6341
-122.3722,47.6411
-122.3142,47.6281
-122.2972,47.6291
-122.3732,47.6901
-122.3222,47.5231
-122.3102,47.5781
-122.2942,47.6781
-122.2922,47.5731
-122.3482,47.6111
-122.3272,47.5241
-122.3842,47.5611
-122.3382,47.7331
-122.2922,47.6381
-122.3212,47.5901
-122.2842,47.6331
-122.2932,47.5561
-122.2862,47.7061
-122.3452,47.6481
-122.3862,47.5161
-122.2932,47.6801
-122.2612,47.5001
-122.3112,47.5941
-122.2872,47.5391
-122.3092,47.6521
-122.3662,47.5691
-122.2872,47.5381
-122.3692,47.6441
-122.3802,47.5421
-122.2962,47.7061
-122.3982,47.5501
-122.3322,47.7241
-122.3772,47.5741
-122.2942,47.5511
-122.3902,47.6811
-122.2782,47.6961
-122.2752,47.5651
-122.3812,47.5811
-122.2612,47.5271
-122.3572,47.5541
-122.3672,47.5421
-122.3012,47.7071
-122.4082,47.5661
-122.2972,47.6541
-122.2682,47.5161
-122.3882,47.6411
-122.3242,47.6671
-122.3842,47.6941
-122.3362,47.6351
-122.3242,47.5431
-122.3642,47.5741
-122.3052,47.6831
-122.3612,47.6581
-122.3462,47.5541
-122.2872,47.6881
-122.3212,47.5201
-122.3592,47.6791
-122.3112,47.6751
-122.3802,47.5741
-122.3132,47.6571
-122.2982,47.6611
-122.3042,47.6871
-122.3622,47.6891
-122.3082,47.5931
-122.3192,47.6791
-122.3162,47.6771
-122.3962,47.6591
-122.2892,47.6141
-122.3912,47.5201
-122.2672,47.6661
-122.3332,47.7001
-122.3922,47.6891
-122.3652,47.7011
-122.3242,47.7091
-122.3002,47.6931
-122.3112,47.6861
-122.3522,47.5581
-122.3882,47.6761
-122.3282,47.5271
-122.3562,47.6531
-122.2902,47.6781
-122.3272,47.6211
-122.3442,47.6191
-122.3712,47.5461
-122.3872,47.5851
-122.2832,47.7231
-122.3742,47.5031
-122.3852,47.6391
